loss,zlib,mink_0.1,mink_0.2,mink_0.3,mink_0.4,mink_0.5,mink_0.6,mink_0.7,mink_0.8,mink_0.9,mink_1.0,mink++_0.1,mink++_0.2,mink++_0.3,mink++_0.4,mink++_0.5,mink++_0.6,mink++_0.7,mink++_0.8,mink++_0.9,mink++_1.0
-2.9022858142852783,-0.01307335952380756,-9.838922500610352,-8.599324226379395,-7.48325777053833,-6.332489967346191,-5.48098611831665,-4.688818454742432,-4.123354911804199,-3.616870164871216,-3.2419896125793457,-2.9022862911224365,-2.1420412063598633,-1.5679559707641602,-1.2388516664505005,-0.9436793923377991,-0.7418239116668701,-0.5705661177635193,-0.4450843930244446,-0.315376341342926,-0.20628617703914642,-0.07264215499162674
-2.495471715927124,-0.012540058874005649,-9.876906394958496,-8.029995918273926,-6.755302906036377,-5.709240913391113,-4.758012294769287,-4.086750507354736,-3.5595874786376953,-3.136789083480835,-2.798065662384033,-2.495471954345703,-2.4951508045196533,-1.6907992362976074,-1.1936895847320557,-0.8798305988311768,-0.648282527923584,-0.5011391639709473,-0.37983864545822144,-0.2667524516582489,-0.16150958836078644,-0.03523297607898712
-2.713165521621704,-0.013985389286709815,-9.784276008605957,-8.488712310791016,-7.3068623542785645,-6.065169811248779,-5.1428399085998535,-4.493063926696777,-3.884190797805786,-3.4051930904388428,-3.0223467350006104,-2.713165283203125,-2.297834634780884,-1.6056851148605347,-1.1859253644943237,-0.8731189966201782,-0.6637299656867981,-0.5258399248123169,-0.3970935046672821,-0.283191442489624,-0.17232945561408997,-0.044315144419670105
-2.83343768119812,-0.017598991808683975,-10.560901641845703,-9.11591911315918,-7.757668972015381,-6.412098407745361,-5.426161766052246,-4.652669906616211,-4.043985366821289,-3.5477488040924072,-3.152211904525757,-2.83343768119812,-2.1224074363708496,-1.6158798933029175,-1.2071197032928467,-0.9012511968612671,-0.6871044635772705,-0.5323901176452637,-0.4085206091403961,-0.295985609292984,-0.17512314021587372,-0.043369513005018234
-2.4341931343078613,-0.01352329519059923,-9.876961708068848,-8.46599292755127,-6.78310489654541,-5.646300315856934,-4.705419540405273,-3.99185848236084,-3.5051393508911133,-3.0648088455200195,-2.715592861175537,-2.4341928958892822,-1.9187184572219849,-1.3898361921310425,-1.0107738971710205,-0.7598370909690857,-0.562406063079834,-0.41504794359207153,-0.30754581093788147,-0.19924797117710114,-0.09118415415287018,0.03467441350221634
-2.6304433345794678,-0.015473196085761575,-9.773481369018555,-8.61756420135498,-7.347907543182373,-6.014237880706787,-5.12204122543335,-4.318338871002197,-3.7740466594696045,-3.2832300662994385,-2.9440088272094727,-2.630443811416626,-1.7976934909820557,-1.360652208328247,-1.036641240119934,-0.7510532736778259,-0.5865481495857239,-0.44210273027420044,-0.3409561812877655,-0.23337246477603912,-0.13889844715595245,-0.016419680789113045
-2.5703210830688477,-0.012010846182564709,-9.737760543823242,-8.03421401977539,-6.6278605461120605,-5.559161186218262,-4.763728141784668,-4.191865921020508,-3.6629137992858887,-3.223128318786621,-2.862139940261841,-2.5703203678131104,-1.9482539892196655,-1.4759777784347534,-1.138358473777771,-0.8411624431610107,-0.6364971995353699,-0.49953028559684753,-0.36848360300064087,-0.24768128991127014,-0.13678790628910065,-0.017259381711483
-2.8614768981933594,-0.014379280895444017,-11.067106246948242,-9.299556732177734,-7.684434413909912,-6.434447765350342,-5.380330562591553,-4.656471252441406,-4.095183372497559,-3.5784530639648438,-3.2038071155548096,-2.8614771366119385,-2.152533531188965,-1.5932745933532715,-1.1582530736923218,-0.8651430606842041,-0.6399486660957336,-0.49123615026474,-0.35984092950820923,-0.22471502423286438,-0.11602860689163208,0.009143764153122902
-2.456908702850342,-0.01266447784974403,-9.877970695495605,-8.20927619934082,-6.65753698348999,-5.499417304992676,-4.662233829498291,-4.000371932983398,-3.483957052230835,-3.065096139907837,-2.7293007373809814,-2.456908702850342,-2.0281851291656494,-1.4818236827850342,-1.0732487440109253,-0.7909846901893616,-0.5981969833374023,-0.45414069294929504,-0.33414262533187866,-0.22371232509613037,-0.11740519106388092,-0.0016240596305578947
-2.5578386783599854,-0.011268011798942667,-9.5742769241333,-8.106647491455078,-6.800457954406738,-5.72991943359375,-4.812692165374756,-4.155940055847168,-3.6392502784729004,-3.214419364929199,-2.8687689304351807,-2.5578389167785645,-2.28503155708313,-1.6048171520233154,-1.203688621520996,-0.907771646976471,-0.6776978373527527,-0.5204691886901855,-0.39003121852874756,-0.2730308473110199,-0.16299264132976532,-0.03476884216070175
-2.45699143409729,-0.014538410852646686,-9.811697959899902,-8.295794486999512,-6.657595634460449,-5.621195316314697,-4.6991286277771,-4.046370983123779,-3.535093307495117,-3.0752127170562744,-2.753973960876465,-2.45699143409729,-2.7842960357666016,-1.8935271501541138,-1.37322998046875,-1.035404086112976,-0.7784321308135986,-0.6136499643325806,-0.47944095730781555,-0.3499968945980072,-0.2403535395860672,-0.10125941038131714
-2.5037777423858643,-0.014992681092130923,-9.42231273651123,-8.006803512573242,-6.858753204345703,-5.73159122467041,-4.839436054229736,-4.139214038848877,-3.600998640060425,-3.167318344116211,-2.8207833766937256,-2.5037777423858643,-1.7864305973052979,-1.2892144918441772,-0.9475584626197815,-0.7072057723999023,-0.5403755307197571,-0.4121723771095276,-0.305431067943573,-0.2063302993774414,-0.10728908330202103,0.018345069140195847
-2.38690185546875,-0.012178070691167091,-9.392609596252441,-7.886464595794678,-6.599478721618652,-5.353826999664307,-4.55375862121582,-3.878213405609131,-3.406790256500244,-2.9773991107940674,-2.668625593185425,-2.386902093887329,-2.0815744400024414,-1.4429768323898315,-1.0872172117233276,-0.7807409763336182,-0.5983743071556091,-0.4448896646499634,-0.32754701375961304,-0.20807166397571564,-0.10775715112686157,0.01393077615648508
-2.747156858444214,-0.012777473760205646,-9.759838104248047,-8.295445442199707,-7.023232936859131,-6.02500057220459,-5.117184638977051,-4.469071388244629,-3.93192982673645,-3.434483051300049,-3.075448751449585,-2.747157573699951,-1.9461416006088257,-1.3908647298812866,-1.0415065288543701,-0.7867955565452576,-0.5847102999687195,-0.4459567666053772,-0.3299039602279663,-0.211402028799057,-0.10773921757936478,0.013759634457528591
-2.5027987957000732,-0.009589267416475377,-9.497821807861328,-7.848170757293701,-6.372426509857178,-5.43009090423584,-4.668530464172363,-4.042111396789551,-3.568869113922119,-3.14129376411438,-2.7888660430908203,-2.5027990341186523,-2.2032618522644043,-1.5358537435531616,-1.107296347618103,-0.8338432312011719,-0.6317833065986633,-0.47768664360046387,-0.3627850115299225,-0.2498624473810196,-0.14097733795642853,-0.02424645610153675
-2.5130629539489746,-0.014442890539936635,-9.727014541625977,-8.192912101745605,-6.998437881469727,-5.722498416900635,-4.788369655609131,-4.150668144226074,-3.5758121013641357,-3.176466464996338,-2.8081722259521484,-2.5130627155303955,-1.8650327920913696,-1.374837875366211,-1.0465061664581299,-0.7603042125701904,-0.5671553611755371,-0.437446266412735,-0.3148108720779419,-0.21824193000793457,-0.10597135871648788,0.025239652022719383
-2.575639486312866,-0.013700210033579076,-10.585562705993652,-8.904583930969238,-7.115710735321045,-5.814536094665527,-4.904551982879639,-4.267348766326904,-3.687683343887329,-3.2324280738830566,-2.869008779525757,-2.575639009475708,-2.0948197841644287,-1.5181975364685059,-1.1188279390335083,-0.8200873136520386,-0.6164835691452026,-0.48464688658714294,-0.3601723313331604,-0.24975761771202087,-0.1426888257265091,-0.022727791219949722
-2.781421422958374,-0.01363441873999203,-10.508692741394043,-8.988973617553711,-7.5566277503967285,-6.264348030090332,-5.289357662200928,-4.534177303314209,-4.003807544708252,-3.4707939624786377,-3.0899839401245117,-2.781421661376953,-2.974271774291992,-1.9831796884536743,-1.4388147592544556,-1.06892728805542,-0.8263177871704102,-0.6478638052940369,-0.5159083008766174,-0.3680671155452728,-0.2446112036705017,-0.11244514584541321
-2.658163070678711,-0.013562056483054648,-9.851236343383789,-8.48409652709961,-7.158607006072998,-5.957759380340576,-5.100504398345947,-4.394954681396484,-3.7712323665618896,-3.3348019123077393,-2.9804697036743164,-2.65816330909729,-1.9601936340332031,-1.4984607696533203,-1.1475286483764648,-0.8277544379234314,-0.6355365514755249,-0.49070805311203003,-0.3563281297683716,-0.2476329803466797,-0.14161132276058197,-0.005599711090326309
